Year,Country,State,Bacteria,Antibiotic,Resistance%,Resistant_Count,Number_of_Isolates,Specimen_Type,Age_Group,Percent_Male,Lab_Method,MDR_Flag
2023,Usa,Florida,Pseudomonas aeruginosa,Ciprofloxacin,37.3,11,30,Urine,21-40,55,MIC (Automated),0
2017,Uk,Northern Ireland,Staphylococcus aureus,Oxacillin,26.9,54,202,Blood,Nov-20,55,E-test,0
2019,Usa,Florida,Pseudomonas aeruginosa,Amikacin,26.0,50,192,Blood,60+,55,Disk Diffusion,0
2021,Uk,Scotland,Klebsiella pneumoniae,Amikacin,28.9,81,282,Urine,41-60,45,E-test,0
2016,Uk,England,Staphylococcus aureus,Amikacin,37.0,105,284,Blood,21-40,55,Broth Microdilution,0
2024,Uk,Scotland,Staphylococcus aureus,Ciprofloxacin,26.6,74,278,CSF,0-10,45,Broth Microdilution,0
2018,Uk,Wales,Klebsiella pneumoniae,Meropenem,34.6,65,187,Sputum,0-10,45,Broth Microdilution,0
2019,Uk,England,Klebsiella pneumoniae,Oxacillin,30.7,56,182,Sputum,0-10,50,Broth Microdilution,0
2021,Uk,Northern Ireland,Staphylococcus aureus,Ciprofloxacin,36.8,71,192,Urine,41-60,50,Broth Microdilution,0
2018,Uk,Northern Ireland,Klebsiella pneumoniae,Meropenem,31.2,86,277,Wound,Nov-20,50,MIC (Automated),0
2018,Uk,Wales,Klebsiella pneumoniae,Ciprofloxacin,33.7,60,177,Wound,Nov-20,55,MIC (Automated),0
2020,Uk,Northern Ireland,E.coli,Amikacin,34.2,119,349,Wound,60+,50,Disk Diffusion,0
2020,Usa,California,Pseudomonas aeruginosa,Oxacillin,33.9,70,206,CSF,21-40,45,E-test,0
2020,Usa,California,E.coli,Ciprofloxacin,39.4,138,350,Urine,0-10,55,Broth Microdilution,0
2017,Usa,New York,Klebsiella pneumoniae,Amikacin,30.6,43,139,Wound,60+,50,Disk Diffusion,0
2021,Uk,Northern Ireland,E.coli,Ciprofloxacin,42.0,100,238,CSF,41-60,45,Disk Diffusion,0
2021,India,Kerala,Klebsiella pneumoniae,Oxacillin,34.9,32,92,Sputum,21-40,55,Disk Diffusion,0
2016,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,31.9,54,170,Sputum,41-60,50,MIC (Automated),0
2022,India,Kerala,Staphylococcus aureus,Amikacin,32.6,91,280,Blood,60+,45,MIC (Automated),0
2024,Usa,New York,Pseudomonas aeruginosa,Meropenem,30.3,66,219,Urine,60+,50,E-test,0
2021,Usa,Florida,Pseudomonas aeruginosa,Meropenem,21.7,56,257,CSF,41-60,50,Broth Microdilution,0
2017,Uk,Wales,Pseudomonas aeruginosa,Ciprofloxacin,30.6,50,165,Blood,0-10,45,Disk Diffusion,0
2018,Usa,Florida,Klebsiella pneumoniae,Meropenem,28.6,40,141,Blood,41-60,50,MIC (Automated),0
2019,India,Kerala,Klebsiella pneumoniae,Ciprofloxacin,40.2,90,223,Urine,0-10,50,E-test,0
2024,Usa,New York,Staphylococcus aureus,Amikacin,33.9,59,173,Wound,Nov-20,45,MIC (Automated),0
2015,India,Kerala,Klebsiella pneumoniae,Meropenem,28.4,44,155,Urine,0-10,45,E-test,0
2019,Usa,Florida,Klebsiella pneumoniae,Oxacillin,29.7,34,114,Wound,21-40,45,Broth Microdilution,0
2023,Uk,Wales,Klebsiella pneumoniae,Oxacillin,36.3,70,194,Wound,0-10,50,E-test,0
2023,Usa,California,Staphylococcus aureus,Meropenem,37.8,63,167,Urine,41-60,45,E-test,0
2023,Uk,Northern Ireland,E.coli,Amikacin,28.3,55,196,Sputum,0-10,45,Broth Microdilution,0
2015,Uk,England,Pseudomonas aeruginosa,Oxacillin,18.4,31,169,CSF,0-10,45,Disk Diffusion,0
2019,India,Kerala,E.coli,Ciprofloxacin,31.9,83,260,Wound,60+,50,MIC (Automated),0
2020,India,Tamil Nadu,Staphylococcus aureus,Amikacin,29.7,97,325,Urine,21-40,45,Broth Microdilution,0
2015,Usa,New York,Klebsiella pneumoniae,Meropenem,20.8,54,258,CSF,60+,45,E-test,0
2018,India,Kerala,Staphylococcus aureus,Ciprofloxacin,34.1,70,205,CSF,21-40,45,E-test,0
2019,Usa,Florida,Pseudomonas aeruginosa,Meropenem,31.9,91,284,Urine,Nov-20,55,MIC (Automated),0
2017,Usa,California,Staphylococcus aureus,Meropenem,24.7,74,298,Blood,60+,50,MIC (Automated),0
2018,Usa,Texas,Klebsiella pneumoniae,Meropenem,28.5,25,86,Sputum,60+,55,Broth Microdilution,0
2023,Uk,Scotland,Pseudomonas aeruginosa,Oxacillin,44.3,73,165,Wound,60+,50,Disk Diffusion,0
2019,Uk,Wales,Staphylococcus aureus,Oxacillin,25.2,53,212,CSF,21-40,45,Broth Microdilution,0
2019,Uk,Scotland,Klebsiella pneumoniae,Ciprofloxacin,37.5,54,143,CSF,21-40,50,E-test,0
2016,Usa,Texas,Staphylococcus aureus,Amikacin,1.0,2,171,Sputum,0-10,45,Broth Microdilution,0
2022,Uk,Scotland,Pseudomonas aeruginosa,Amikacin,35.8,73,204,Blood,41-60,50,E-test,0
2023,Usa,New York,Klebsiella pneumoniae,Oxacillin,43.1,110,256,Blood,60+,55,Disk Diffusion,0
2021,India,Maharashtra,Klebsiella pneumoniae,Ciprofloxacin,29.7,55,184,CSF,41-60,50,Broth Microdilution,0
2017,India,Delhi,Klebsiella pneumoniae,Oxacillin,32.9,131,398,Urine,21-40,55,Disk Diffusion,0
2019,Usa,California,Pseudomonas aeruginosa,Oxacillin,34.3,100,292,CSF,Nov-20,45,Broth Microdilution,0
2015,Usa,Texas,Klebsiella pneumoniae,Oxacillin,36.5,49,134,Sputum,41-60,45,E-test,0
2022,India,Delhi,Klebsiella pneumoniae,Oxacillin,47.2,151,320,CSF,0-10,50,E-test,0
2021,Usa,California,Pseudomonas aeruginosa,Ciprofloxacin,42.3,62,147,CSF,21-40,50,Broth Microdilution,0
2023,Uk,Northern Ireland,E.coli,Ciprofloxacin,31.9,66,208,Wound,41-60,50,Disk Diffusion,0
2016,Usa,Florida,Pseudomonas aeruginosa,Ciprofloxacin,31.1,59,190,Sputum,21-40,50,Broth Microdilution,0
2023,Usa,New York,Klebsiella pneumoniae,Meropenem,32.9,71,215,Sputum,Nov-20,45,E-test,0
2017,Usa,California,E.coli,Ciprofloxacin,32.3,91,283,Sputum,60+,50,E-test,0
2020,Uk,Northern Ireland,Klebsiella pneumoniae,Amikacin,24.6,45,184,Urine,0-10,55,E-test,0
2017,India,Kerala,Pseudomonas aeruginosa,Amikacin,27.6,45,163,Blood,0-10,45,E-test,0
2015,Usa,New York,E.coli,Ciprofloxacin,21.4,55,258,Wound,21-40,50,Disk Diffusion,0
2015,Uk,Scotland,Pseudomonas aeruginosa,Amikacin,16.1,50,310,Urine,21-40,55,Broth Microdilution,0
2020,Usa,California,Staphylococcus aureus,Ciprofloxacin,29.0,51,176,CSF,60+,50,MIC (Automated),0
2018,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,32.9,79,241,CSF,21-40,50,MIC (Automated),0
2023,India,Tamil Nadu,Staphylococcus aureus,Amikacin,29.7,57,191,Blood,60+,55,MIC (Automated),0
2019,Usa,Texas,E.coli,Ciprofloxacin,31.8,48,150,CSF,41-60,50,E-test,0
2016,Uk,Wales,Pseudomonas aeruginosa,Oxacillin,12.8,15,115,Wound,0-10,45,Disk Diffusion,0
2022,Uk,Scotland,Pseudomonas aeruginosa,Oxacillin,31.1,65,209,Blood,0-10,55,MIC (Automated),0
2021,India,Delhi,Staphylococcus aureus,Ciprofloxacin,41.8,87,209,Blood,0-10,50,MIC (Automated),0
2017,India,Kerala,E.coli,Meropenem,39.6,71,179,Sputum,60+,50,MIC (Automated),0
2016,Usa,New York,Staphylococcus aureus,Oxacillin,29.2,90,308,CSF,0-10,50,MIC (Automated),0
2021,Usa,New York,Staphylococcus aureus,Amikacin,35.1,66,187,Sputum,41-60,55,Disk Diffusion,0
2024,Usa,Texas,Pseudomonas aeruginosa,Ciprofloxacin,37.4,104,277,Wound,41-60,45,Broth Microdilution,0
2024,Usa,California,Pseudomonas aeruginosa,Amikacin,37.3,141,379,Wound,Nov-20,45,E-test,0
2015,India,Maharashtra,Klebsiella pneumoniae,Ciprofloxacin,44.9,89,199,Urine,Nov-20,55,Broth Microdilution,0
2019,India,Tamil Nadu,Pseudomonas aeruginosa,Amikacin,28.7,67,233,CSF,21-40,45,Disk Diffusion,0
2016,Usa,New York,Staphylococcus aureus,Amikacin,14.6,40,274,Wound,21-40,55,Disk Diffusion,0
2015,India,Tamil Nadu,Klebsiella pneumoniae,Ciprofloxacin,28.2,76,268,Wound,Nov-20,45,Broth Microdilution,0
2022,Usa,New York,Klebsiella pneumoniae,Amikacin,33.9,64,189,Sputum,Nov-20,45,Disk Diffusion,0
2015,India,Maharashtra,Klebsiella pneumoniae,Oxacillin,39.4,20,51,Urine,41-60,55,MIC (Automated),0
2018,Uk,Scotland,Klebsiella pneumoniae,Oxacillin,40.5,70,173,Urine,0-10,55,Disk Diffusion,0
2023,India,Delhi,Klebsiella pneumoniae,Amikacin,43.2,68,157,Sputum,60+,50,E-test,0
2023,India,Maharashtra,Pseudomonas aeruginosa,Ciprofloxacin,44.8,100,223,Wound,60+,55,Disk Diffusion,0
2023,India,Delhi,Staphylococcus aureus,Amikacin,38.9,85,218,CSF,21-40,50,E-test,0
2023,Uk,Wales,Staphylococcus aureus,Amikacin,38.2,100,261,Blood,Nov-20,55,MIC (Automated),0
2016,India,Delhi,Klebsiella pneumoniae,Oxacillin,32.3,115,357,CSF,21-40,50,Disk Diffusion,0
2017,India,Kerala,Staphylococcus aureus,Oxacillin,40.6,142,349,Urine,41-60,50,Disk Diffusion,0
2017,Uk,Scotland,Staphylococcus aureus,Ciprofloxacin,22.9,70,305,Urine,41-60,50,Broth Microdilution,0
2017,Usa,Florida,Klebsiella pneumoniae,Ciprofloxacin,38.5,57,147,Urine,0-10,50,Disk Diffusion,0
2021,Usa,New York,Pseudomonas aeruginosa,Ciprofloxacin,38.7,96,247,Urine,60+,50,Broth Microdilution,0
2020,Uk,Scotland,Klebsiella pneumoniae,Amikacin,19.7,43,220,Sputum,60+,50,Disk Diffusion,0
2022,Usa,California,E.coli,Ciprofloxacin,36.1,37,102,Urine,Nov-20,50,Broth Microdilution,0
2017,Usa,Florida,E.coli,Oxacillin,31.2,57,184,CSF,41-60,50,MIC (Automated),0
2022,Uk,England,Staphylococcus aureus,Ciprofloxacin,37.3,49,131,CSF,21-40,55,MIC (Automated),0
2015,India,Kerala,Klebsiella pneumoniae,Ciprofloxacin,32.8,54,165,Wound,21-40,50,Disk Diffusion,0
2019,India,Tamil Nadu,Klebsiella pneumoniae,Meropenem,42.0,74,177,Sputum,41-60,45,MIC (Automated),0
2019,India,Tamil Nadu,E.coli,Amikacin,36.0,36,99,Wound,0-10,50,E-test,0
2015,Usa,Florida,Klebsiella pneumoniae,Meropenem,31.3,110,353,Blood,41-60,55,MIC (Automated),0
2019,Usa,New York,Staphylococcus aureus,Meropenem,21.6,63,293,CSF,0-10,45,MIC (Automated),0
2017,India,Kerala,E.coli,Amikacin,17.7,45,253,Sputum,21-40,50,Broth Microdilution,0
2024,India,Delhi,Klebsiella pneumoniae,Amikacin,43.5,62,142,Blood,41-60,55,E-test,0
2022,India,Maharashtra,E.coli,Meropenem,28.4,29,103,Urine,41-60,50,MIC (Automated),0
2018,Usa,California,Pseudomonas aeruginosa,Ciprofloxacin,35.1,85,242,CSF,60+,55,MIC (Automated),0
2021,India,Maharashtra,Klebsiella pneumoniae,Amikacin,35.7,53,148,CSF,60+,50,Broth Microdilution,0
2016,Usa,California,Pseudomonas aeruginosa,Oxacillin,24.7,46,187,Blood,21-40,55,Broth Microdilution,0
2021,Usa,New York,Staphylococcus aureus,Oxacillin,33.8,98,289,Wound,41-60,50,MIC (Automated),0
2023,Usa,Texas,Klebsiella pneumoniae,Oxacillin,38.8,121,311,Wound,0-10,50,Broth Microdilution,0
2022,India,Delhi,E.coli,Amikacin,31.5,39,124,Sputum,60+,55,MIC (Automated),0
2017,Uk,Northern Ireland,E.coli,Amikacin,21.0,27,130,CSF,60+,50,MIC (Automated),0
2024,Usa,California,Klebsiella pneumoniae,Oxacillin,43.1,73,170,Urine,41-60,50,E-test,0
2023,Uk,Wales,Pseudomonas aeruginosa,Meropenem,29.8,80,267,CSF,60+,55,MIC (Automated),0
2020,India,Maharashtra,Pseudomonas aeruginosa,Amikacin,41.5,83,199,Blood,60+,50,MIC (Automated),0
2020,Uk,Wales,Pseudomonas aeruginosa,Ciprofloxacin,24.6,44,180,Wound,Nov-20,55,Disk Diffusion,0
2021,Usa,New York,Klebsiella pneumoniae,Amikacin,31.8,38,119,CSF,60+,50,Disk Diffusion,0
2020,Usa,Florida,Pseudomonas aeruginosa,Oxacillin,38.0,118,310,Urine,0-10,50,Disk Diffusion,0
2015,Uk,Wales,Pseudomonas aeruginosa,Oxacillin,28.6,85,296,Sputum,41-60,45,Broth Microdilution,0
2020,Uk,Scotland,Klebsiella pneumoniae,Ciprofloxacin,37.8,94,248,CSF,60+,55,MIC (Automated),0
2020,India,Delhi,Pseudomonas aeruginosa,Amikacin,30.3,54,179,CSF,41-60,55,E-test,0
2021,Uk,Northern Ireland,Pseudomonas aeruginosa,Oxacillin,34.8,59,170,Blood,0-10,45,E-test,0
2020,Usa,Texas,E.coli,Amikacin,28.7,59,207,Wound,60+,50,MIC (Automated),0
2024,India,Maharashtra,Staphylococcus aureus,Meropenem,42.4,13,30,Blood,0-10,50,MIC (Automated),0
2020,Usa,New York,E.coli,Oxacillin,29.4,74,251,CSF,60+,50,MIC (Automated),0
2016,India,Maharashtra,Klebsiella pneumoniae,Ciprofloxacin,40.6,132,325,Blood,60+,55,MIC (Automated),0
2016,India,Maharashtra,E.coli,Ciprofloxacin,27.0,8,30,Urine,Nov-20,45,Disk Diffusion,0
2024,Uk,Scotland,Pseudomonas aeruginosa,Amikacin,29.4,50,171,Wound,21-40,55,E-test,0
2024,Usa,California,Staphylococcus aureus,Ciprofloxacin,40.2,17,43,Blood,60+,55,Broth Microdilution,0
2016,India,Delhi,Staphylococcus aureus,Ciprofloxacin,24.1,60,251,Blood,0-10,55,E-test,0
2017,Usa,California,Klebsiella pneumoniae,Meropenem,27.6,75,273,Sputum,Nov-20,50,Broth Microdilution,0
2015,Uk,Scotland,Klebsiella pneumoniae,Meropenem,28.2,16,58,Blood,Nov-20,55,MIC (Automated),0
2020,Uk,Northern Ireland,E.coli,Oxacillin,26.3,26,98,Urine,60+,55,MIC (Automated),0
2024,Usa,Florida,E.coli,Ciprofloxacin,32.5,97,299,Urine,Nov-20,45,Disk Diffusion,0
2020,India,Kerala,Staphylococcus aureus,Ciprofloxacin,29.9,51,171,Sputum,21-40,50,Broth Microdilution,0
2018,Uk,England,Pseudomonas aeruginosa,Amikacin,39.0,105,268,CSF,21-40,45,Disk Diffusion,0
2016,Usa,New York,Klebsiella pneumoniae,Meropenem,34.1,93,273,Urine,21-40,45,MIC (Automated),0
2020,Usa,New York,Klebsiella pneumoniae,Meropenem,32.2,44,136,CSF,0-10,50,Broth Microdilution,0
2016,Uk,England,Pseudomonas aeruginosa,Amikacin,24.6,62,251,Blood,21-40,55,Broth Microdilution,0
2020,Uk,Scotland,Pseudomonas aeruginosa,Meropenem,40.5,125,309,Urine,0-10,45,Disk Diffusion,0
2019,Usa,New York,Pseudomonas aeruginosa,Meropenem,28.4,46,161,CSF,Nov-20,55,MIC (Automated),0
2020,India,Maharashtra,Klebsiella pneumoniae,Ciprofloxacin,42.9,87,202,CSF,0-10,45,E-test,0
2019,India,Tamil Nadu,E.coli,Oxacillin,38.4,53,137,Blood,0-10,55,MIC (Automated),0
2020,Usa,California,Pseudomonas aeruginosa,Amikacin,24.6,28,112,Wound,21-40,45,Disk Diffusion,0
2023,India,Kerala,E.coli,Meropenem,41.2,111,269,Urine,60+,45,MIC (Automated),0
2016,Uk,Scotland,E.coli,Amikacin,15.5,21,136,Urine,0-10,55,E-test,0
2023,Uk,Scotland,E.coli,Oxacillin,29.7,49,166,Urine,41-60,55,MIC (Automated),0
2015,Uk,Northern Ireland,Pseudomonas aeruginosa,Amikacin,17.6,42,240,Sputum,0-10,55,Disk Diffusion,0
2015,Uk,England,Staphylococcus aureus,Oxacillin,26.8,83,309,Urine,0-10,50,MIC (Automated),0
2016,India,Tamil Nadu,Staphylococcus aureus,Amikacin,18.9,40,213,CSF,0-10,50,Broth Microdilution,0
2018,Uk,England,Staphylococcus aureus,Ciprofloxacin,30.1,71,235,CSF,Nov-20,45,E-test,0
2022,Usa,Texas,Staphylococcus aureus,Amikacin,18.5,28,154,Wound,41-60,45,E-test,0
2019,India,Kerala,Staphylococcus aureus,Ciprofloxacin,38.6,78,203,Blood,0-10,50,E-test,0
2024,Uk,England,Staphylococcus aureus,Ciprofloxacin,31.1,42,134,Sputum,Nov-20,55,MIC (Automated),0
2021,Usa,California,Pseudomonas aeruginosa,Amikacin,32.0,124,387,CSF,Nov-20,55,Disk Diffusion,0
2016,India,Maharashtra,Staphylococcus aureus,Ciprofloxacin,38.1,103,270,Urine,21-40,55,MIC (Automated),0
2018,India,Tamil Nadu,E.coli,Amikacin,21.3,36,169,Blood,41-60,50,Disk Diffusion,0
2020,India,Maharashtra,Pseudomonas aeruginosa,Oxacillin,37.1,35,94,Blood,Nov-20,50,E-test,0
2015,India,Kerala,Pseudomonas aeruginosa,Ciprofloxacin,40.1,105,262,Wound,60+,50,E-test,0
2022,India,Delhi,Klebsiella pneumoniae,Meropenem,31.3,59,187,Sputum,Nov-20,50,MIC (Automated),0
2022,Uk,England,E.coli,Amikacin,27.4,55,202,Sputum,41-60,45,E-test,0
2021,India,Maharashtra,E.coli,Ciprofloxacin,32.9,43,132,Wound,60+,50,E-test,0
2015,Usa,Texas,Klebsiella pneumoniae,Ciprofloxacin,40.1,83,208,Urine,0-10,45,Disk Diffusion,0
2015,India,Tamil Nadu,E.coli,Meropenem,23.7,32,133,Sputum,21-40,45,MIC (Automated),0
2021,Usa,California,E.coli,Ciprofloxacin,37.3,41,109,Sputum,21-40,50,E-test,0
2017,Uk,Northern Ireland,Staphylococcus aureus,Ciprofloxacin,35.1,93,264,Urine,Nov-20,45,MIC (Automated),0
2023,Uk,Scotland,Klebsiella pneumoniae,Meropenem,27.4,53,193,Wound,60+,45,MIC (Automated),0
2019,Usa,Florida,E.coli,Oxacillin,25.9,17,66,Urine,Nov-20,45,Broth Microdilution,0
2023,Uk,Scotland,Staphylococcus aureus,Ciprofloxacin,33.2,79,237,Blood,60+,55,Disk Diffusion,0
2016,Usa,Texas,E.coli,Oxacillin,26.7,57,214,Wound,Nov-20,55,Disk Diffusion,0
2022,Usa,Florida,Pseudomonas aeruginosa,Meropenem,31.9,62,195,Wound,41-60,45,Broth Microdilution,0
2015,Uk,Scotland,Pseudomonas aeruginosa,Oxacillin,21.7,17,79,Wound,Nov-20,50,E-test,0
2017,India,Kerala,Staphylococcus aureus,Ciprofloxacin,35.3,62,175,Wound,60+,55,MIC (Automated),0
2016,Uk,Northern Ireland,Staphylococcus aureus,Oxacillin,29.4,103,350,Wound,60+,45,Broth Microdilution,0
2021,Usa,California,Klebsiella pneumoniae,Ciprofloxacin,49.1,112,229,Urine,0-10,45,Disk Diffusion,0
2022,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,44.8,38,84,CSF,21-40,45,E-test,0
2024,India,Maharashtra,E.coli,Meropenem,38.0,39,102,Wound,60+,45,Disk Diffusion,0
2021,Uk,Northern Ireland,Klebsiella pneumoniae,Ciprofloxacin,35.4,82,233,Blood,41-60,45,E-test,0
2020,Usa,New York,E.coli,Amikacin,25.5,23,90,Blood,0-10,55,Disk Diffusion,0
2024,Usa,California,Klebsiella pneumoniae,Amikacin,41.9,131,312,CSF,60+,50,Broth Microdilution,0
2024,Uk,Scotland,Klebsiella pneumoniae,Amikacin,35.3,33,93,Wound,0-10,50,MIC (Automated),0
2020,Uk,Wales,Staphylococcus aureus,Meropenem,22.8,39,169,Wound,21-40,45,MIC (Automated),0
2015,India,Kerala,E.coli,Oxacillin,24.9,66,265,Sputum,60+,45,Broth Microdilution,0
2017,Usa,New York,Pseudomonas aeruginosa,Ciprofloxacin,34.3,113,329,Blood,0-10,55,Disk Diffusion,0
2019,India,Delhi,Pseudomonas aeruginosa,Oxacillin,38.2,51,134,Blood,0-10,50,E-test,0
2019,Uk,Scotland,Pseudomonas aeruginosa,Meropenem,23.4,37,156,Urine,Nov-20,55,E-test,0
2021,Usa,Texas,Klebsiella pneumoniae,Amikacin,31.2,87,279,Wound,Nov-20,45,Disk Diffusion,0
2022,Usa,California,Staphylococcus aureus,Meropenem,28.0,16,56,CSF,41-60,45,MIC (Automated),0
2017,India,Maharashtra,Staphylococcus aureus,Amikacin,30.0,58,193,Urine,60+,50,E-test,0
2016,India,Tamil Nadu,E.coli,Meropenem,33.3,82,247,Sputum,0-10,55,MIC (Automated),0
2022,Uk,England,Klebsiella pneumoniae,Amikacin,28.9,38,133,Sputum,0-10,50,Broth Microdilution,0
2024,India,Delhi,Pseudomonas aeruginosa,Amikacin,43.9,76,174,Sputum,21-40,50,MIC (Automated),0
2019,Usa,Florida,Klebsiella pneumoniae,Meropenem,34.9,112,321,Urine,60+,55,E-test,0
2021,India,Maharashtra,Staphylococcus aureus,Oxacillin,27.4,71,258,Blood,0-10,45,MIC (Automated),0
2020,Usa,Texas,Pseudomonas aeruginosa,Oxacillin,28.3,31,110,Wound,41-60,50,Broth Microdilution,0
2020,Usa,Florida,Staphylococcus aureus,Amikacin,22.5,40,178,Wound,60+,50,Broth Microdilution,0
2020,India,Delhi,Klebsiella pneumoniae,Meropenem,29.8,56,187,CSF,Nov-20,50,MIC (Automated),0
2020,Usa,Texas,E.coli,Ciprofloxacin,33.8,59,174,Blood,60+,50,Broth Microdilution,0
2022,Uk,England,Pseudomonas aeruginosa,Oxacillin,28.8,102,354,Urine,21-40,55,E-test,0
2020,Uk,Scotland,Klebsiella pneumoniae,Oxacillin,33.6,106,316,Urine,60+,45,Disk Diffusion,0
2018,India,Delhi,E.coli,Meropenem,37.6,56,149,CSF,21-40,45,E-test,0
2024,Usa,California,Pseudomonas aeruginosa,Ciprofloxacin,46.5,193,414,Urine,Nov-20,55,E-test,0
2017,Uk,England,Klebsiella pneumoniae,Amikacin,25.6,58,225,Sputum,21-40,50,Disk Diffusion,0
2020,Uk,Wales,Staphylococcus aureus,Ciprofloxacin,43.1,92,213,Blood,Nov-20,50,Broth Microdilution,0
2015,India,Tamil Nadu,Pseudomonas aeruginosa,Amikacin,20.0,24,120,Sputum,21-40,55,Disk Diffusion,0
2022,Uk,Wales,Staphylococcus aureus,Ciprofloxacin,33.6,96,285,Wound,41-60,50,E-test,0
2016,Usa,Texas,Klebsiella pneumoniae,Oxacillin,33.3,67,202,Wound,21-40,50,Disk Diffusion,0
2018,Usa,Florida,E.coli,Ciprofloxacin,31.5,66,208,CSF,0-10,55,E-test,0
2021,Uk,England,Staphylococcus aureus,Oxacillin,26.3,56,213,Urine,0-10,55,MIC (Automated),0
2022,India,Tamil Nadu,Staphylococcus aureus,Ciprofloxacin,38.5,54,141,Blood,60+,55,Disk Diffusion,0
2017,Uk,Scotland,Klebsiella pneumoniae,Ciprofloxacin,29.4,26,87,Wound,41-60,45,Disk Diffusion,0
2015,India,Delhi,E.coli,Amikacin,31.0,64,207,Urine,60+,55,Broth Microdilution,0
2023,Usa,Florida,Staphylococcus aureus,Oxacillin,30.5,63,206,CSF,Nov-20,50,Disk Diffusion,0
2021,India,Delhi,Pseudomonas aeruginosa,Meropenem,43.9,90,205,Urine,41-60,50,Broth Microdilution,0
2016,India,Tamil Nadu,Pseudomonas aeruginosa,Ciprofloxacin,24.8,83,334,CSF,Nov-20,55,MIC (Automated),0
2023,Uk,Wales,E.coli,Oxacillin,32.5,76,234,CSF,0-10,45,Disk Diffusion,0
2019,Usa,New York,Staphylococcus aureus,Ciprofloxacin,31.6,83,263,Sputum,60+,45,E-test,0
2019,Uk,Wales,Pseudomonas aeruginosa,Ciprofloxacin,28.3,65,228,Blood,Nov-20,50,Disk Diffusion,0
2020,Usa,New York,Pseudomonas aeruginosa,Amikacin,34.6,76,220,Urine,41-60,55,MIC (Automated),0
2015,Usa,Florida,E.coli,Amikacin,24.3,38,158,CSF,41-60,45,Disk Diffusion,0
2019,Uk,England,E.coli,Amikacin,27.2,38,139,Sputum,0-10,55,Disk Diffusion,0
2015,Usa,Texas,Klebsiella pneumoniae,Meropenem,27.5,69,252,Urine,41-60,50,MIC (Automated),0
2024,Uk,Scotland,E.coli,Amikacin,29.6,67,227,Sputum,Nov-20,45,E-test,0
2021,Usa,Florida,E.coli,Ciprofloxacin,33.0,88,268,Sputum,Nov-20,45,E-test,0
